,age_0,city_0,city_1,city_2,city_3,city_4,city_5,sex_0,sex_1,sex_2
34,28.683695652173913,297,62,35,125,283,118,1,481,438
35,32.34577922077922,0,0,1232,0,0,0,0,659,573
36,89.03781512605042,157,29,29,41,126,94,2,265,209
37,26.98695652173913,117,38,11,65,151,78,0,206,254
38,33.37820512820513,339,260,168,241,399,153,4,934,622
39,28.971264367816094,110,20,10,46,101,61,0,189,159
40,30.072164948453608,123,22,26,49,99,69,0,196,192
41,26.368181818181817,159,13,5,30,135,98,0,212,228
42,27.265060240963855,138,27,10,29,79,49,0,172,160
43,28.72140608604407,0,0,0,1906,0,0,0,1025,881
44,28.49367088607595,339,69,36,117,256,131,0,494,454
45,32.46228070175439,0,0,1140,0,0,0,0,607,533
46,32.832608695652176,201,148,99,133,234,105,1,540,379
47,29.166875,467,108,68,188,494,275,5,853,742
48,14.418803418803419,695,58,15,104,305,227,0,788,616
49,17.026923076923076,619,92,47,180,378,244,0,784,776
50,27.042424242424243,325,110,51,178,439,217,1,608,711
51,27.58,131,32,21,53,103,60,1,186,213
52,28.711333333333332,585,110,57,136,367,245,4,754,742
53,28.757978723404257,0,0,0,752,0,0,0,420,332
54,30.386138613861387,144,19,22,48,102,69,0,175,229
55,88.944,321,69,66,110,255,179,2,518,480
56,32.8924,538,398,279,366,662,257,4,1469,1027
57,32.34577922077922,0,0,1232,0,0,0,0,659,573
58,30.21698113207547,139,30,20,38,125,72,1,209,214
59,29.538352272727273,282,60,32,66,173,91,4,353,347
60,20.355,506,127,58,226,465,218,1,757,842
61,32.291121495327104,497,285,206,343,563,246,5,1236,899
62,88.32888888888888,288,60,64,104,227,157,2,470,428
63,25.508536585365853,895,58,27,250,757,473,4,1180,1276
64,28.325833333333332,425,86,41,110,331,207,2,595,603
65,28.664772727272727,251,47,28,70,188,120,3,353,348
66,29.60135135135135,341,80,31,95,214,127,1,448,439
67,28.930059523809526,207,52,34,73,198,108,0,354,318
68,24.519345238095237,264,15,6,55,220,112,2,302,368
69,29.691964285714285,130,25,22,56,139,76,0,245,203
70,29.143055555555556,181,59,31,101,248,100,0,383,337
71,88.6297520661157,388,82,80,133,314,213,2,635,573
72,26.95873786407767,210,73,28,110,275,128,2,372,450
73,26.64364035087719,912,0,0,0,0,0,5,488,419
74,28.902,922,192,72,255,649,410,7,1258,1235
75,28.873626373626372,359,61,48,123,327,174,0,577,515
76,14.420786516853932,881,72,28,137,381,281,1,972,807
77,28.588734567901234,466,105,40,125,358,202,5,623,668
78,44.827445652173914,178,51,38,108,229,132,0,459,277
79,14.446808510638299,366,34,13,54,169,116,1,426,325
80,27.0609756097561,231,75,31,147,338,162,3,461,520
81,25.511006289308177,489,33,12,109,375,254,2,604,666
82,27.684322033898304,151,38,20,55,152,56,1,241,230
83,29.117041198501873,414,82,32,109,280,151,4,520,544
84,27.061965811965813,115,33,28,60,163,69,0,212,256
85,28.491666666666667,127,29,22,83,135,84,0,254,226
86,27.03352272727273,434,135,65,252,575,299,2,811,947
87,27.808333333333334,0,0,0,480,0,0,0,265,215
88,31.8,0,0,840,0,0,0,0,463,377
89,20.3,231,56,18,102,189,84,0,328,352
90,28.96680790960452,347,83,83,203,467,233,0,770,646
91,28.660194174757283,0,0,0,824,0,0,0,466,358
92,27.214622641509433,0,0,0,424,0,0,0,222,202
93,20.33421052631579,250,59,13,98,235,105,0,345,415
94,26.596875,960,0,0,0,0,0,4,519,437
95,32.329449152542374,218,128,90,149,233,126,0,536,408
96,17.00686274509804,407,73,22,117,241,160,1,524,495
97,88.52,384,81,78,133,313,211,2,633,565
98,28.83061224489796,581,145,81,275,577,301,1,1027,932
99,88.6297520661157,388,82,80,133,314,213,2,635,573
100,28.443627450980394,135,22,11,44,118,78,0,210,198
101,28.55,537,110,68,207,495,263,3,920,757
102,24.566964285714285,541,21,9,124,409,240,5,651,688
103,20.41176470588235,241,58,19,93,180,89,1,308,371
104,28.69918699186992,460,110,83,188,406,229,0,749,727
105,29.324736842105263,591,127,69,237,561,315,4,945,951
106,29.10683760683761,215,57,48,147,324,145,0,501,435
107,28.36021505376344,139,34,17,39,85,58,0,176,196
108,88.6297520661157,388,82,80,133,314,213,2,635,573
109,30.53903903903904,0,0,0,0,473,859,0,701,631
110,0.0,586,90,77,130,288,125,0,754,542
111,28.82175925925926,358,106,60,165,389,218,0,694,602
112,29.472826086956523,0,0,0,368,0,0,0,180,188
113,28.679123711340207,224,57,41,106,225,123,1,409,366
114,28.99099099099099,142,28,14,56,140,64,1,229,214
115,25.482,187,8,7,52,146,100,0,233,267
116,28.385555555555555,205,65,62,139,298,131,0,466,434
117,17.062248995983936,403,62,25,102,253,151,0,500,496
118,26.497619047619047,127,25,15,47,136,70,0,206,214
119,28.5185,606,160,91,244,581,318,4,1044,952
120,28.626666666666665,435,87,56,188,473,261,2,813,685
121,29.523611111111112,178,46,46,101,216,133,0,369,351
122,28.800884955752213,113,34,23,75,141,66,0,242,210
123,26.837542087542086,1188,0,0,0,0,0,2,625,561
124,24.1625,123,4,5,20,103,65,2,166,152
125,28.635398230088494,701,162,99,283,621,394,2,1176,1082
126,28.85823754789272,353,76,49,120,284,162,1,561,482
127,32.55844155844156,0,0,616,0,0,0,0,332,284
128,24.333898305084745,949,31,20,196,717,447,7,1136,1217
129,20.36111111111111,650,143,73,266,584,264,1,915,1064
130,28.412128712871286,247,63,38,94,247,119,3,435,370
131,28.976973684210527,190,49,35,75,170,89,1,316,291
132,29.400490196078433,599,140,103,274,601,323,3,1072,965
133,27.533132530120483,114,36,20,33,75,54,1,181,150
134,28.651136363636365,361,67,31,80,225,116,6,439,435
135,26.833333333333332,432,0,0,0,0,0,2,210,220
136,29.260416666666668,430,103,63,173,411,260,0,761,679
137,28.583333333333332,150,25,13,44,94,58,2,192,190
138,32.34577922077922,0,0,1232,0,0,0,0,659,573
139,28.872631578947367,579,136,84,241,556,304,1,966,933
140,29.89957264957265,136,33,25,54,141,79,0,229,239
141,29.763020833333332,116,34,18,41,122,53,1,205,178
142,26.148695652173913,2300,0,0,0,0,0,5,1221,1074
143,29.96323529411765,292,63,53,110,274,160,0,504,448
144,29.34278350515464,246,55,37,87,231,120,1,400,375
145,26.975274725274726,91,32,22,57,106,56,1,174,189
146,28.866666666666667,254,65,38,105,241,137,3,431,406
147,0.0,125,16,15,33,73,38,0,156,144
148,32.64385964912281,478,352,245,356,616,233,3,1339,938
149,32.41632231404959,0,0,968,0,0,0,0,518,450
150,28.72140608604407,0,0,0,1906,0,0,0,1025,881
151,29.863486842105264,0,608,0,0,0,0,0,308,300
152,14.43141592920354,666,58,21,106,292,213,1,736,619
153,27.633849557522122,280,69,36,111,257,151,2,450,452
154,30.105371900826448,157,30,17,57,144,79,2,247,235
155,20.36038961038961,107,24,13,42,84,38,0,127,181
156,29.227564102564102,0,0,0,624,0,0,0,342,282
157,28.668316831683168,656,154,104,251,564,291,7,1087,926
158,28.926315789473684,694,170,95,268,695,358,4,1198,1078
159,30.66115702479339,154,37,30,67,124,72,0,255,229
160,25.12962962962963,383,22,13,85,289,180,1,480,491
161,30.68888888888889,0,0,0,0,747,1413,0,1081,1079
162,29.494270833333335,0,1920,0,0,0,0,1,970,949
163,23.819915254237287,555,24,8,127,447,255,5,675,736
164,28.658602150537636,351,106,87,221,487,236,0,798,690
165,44.802552552552555,378,92,79,148,401,234,1,831,500
166,29.513853904282115,0,1985,0,0,0,0,1,1007,977
167,29.151898734177216,0,0,0,632,0,0,0,347,285
168,24.54943502824859,588,19,8,108,424,269,7,687,722
169,28.682471264367816,453,100,66,152,402,219,0,720,672
170,29.533695652173915,340,70,29,82,249,150,3,456,461
171,17.057792207792208,608,93,36,175,396,232,0,778,762
172,27.444,162,34,21,69,125,89,0,252,248
173,28.949367088607595,198,50,28,77,188,91,1,348,283
174,20.34672619047619,475,103,49,195,346,176,2,613,729
175,25.975446428571427,1344,0,0,0,0,0,6,680,658
176,44.722527472527474,110,25,19,49,100,61,0,239,125
177,28.95,725,178,98,330,672,397,3,1261,1136
178,27.0,166,53,29,77,200,107,3,319,310
179,0.0,179,27,17,39,107,51,0,234,186
180,87.2336956521739,115,20,20,42,103,68,1,189,178
181,24.26375,973,37,16,202,720,452,9,1166,1225
182,29.30263157894737,132,33,15,67,140,69,1,256,199
183,28.714,146,39,23,55,158,79,1,280,219
184,17.028225806451612,206,37,11,49,116,77,0,261,235
185,44.7349537037037,248,64,58,91,261,142,0,528,336
186,25.920454545454547,169,16,4,39,134,78,2,213,225
187,44.825301204819276,275,52,52,124,310,183,0,609,387
188,29.047197640117993,306,99,86,187,474,204,0,687,669
189,27.0234375,105,33,10,63,108,65,0,163,221
190,29.095394736842106,0,608,0,0,0,0,0,308,300
191,0.0,608,86,75,132,294,137,0,804,528
192,88.6297520661157,388,82,80,133,314,213,2,635,573
193,30.35952380952381,482,98,32,117,317,214,7,613,640
194,0.0,522,63,52,119,247,113,0,624,492
195,44.848958333333336,247,75,57,117,299,165,0,601,359
196,14.434027777777779,448,27,10,71,172,136,1,466,397
197,28.488292011019283,0,0,0,1452,0,0,0,788,664
198,26.94724770642202,99,40,10,63,161,63,0,214,222
199,28.081,323,72,41,117,292,155,0,534,466
200,28.656028368794328,368,117,35,120,309,179,3,598,527
201,28.8130081300813,298,74,40,109,300,163,1,484,499
202,28.011363636363637,374,81,29,87,239,158,1,473,494
203,0.0,989,142,112,221,490,226,0,1264,916
204,30.449082568807338,0,0,0,0,738,1442,2,1111,1067
205,14.419724770642201,1091,88,36,164,466,335,1,1200,979
206,32.146844660194176,0,0,824,0,0,0,0,441,383
207,28.752409638554216,519,112,66,206,482,275,1,828,831
208,33.69078947368421,112,67,44,64,117,52,0,258,198
209,29.238636363636363,102,30,20,46,95,59,2,173,177
210,28.531432748538013,397,104,51,160,405,251,1,735,632
211,31.763117283950617,325,172,112,210,331,146,1,766,529
212,17.034274193548388,393,45,29,121,250,154,1,496,495
213,28.796116504854368,814,140,76,194,517,319,9,1021,1030
214,28.79,0,0,0,400,0,0,0,214,186
215,29.33438818565401,360,70,24,88,254,152,7,450,491
216,20.376984126984127,401,91,38,159,389,182,2,583,675
217,30.170454545454547,111,13,25,53,77,73,1,189,162
218,29.039115646258505,0,1176,0,0,0,0,0,613,563
219,28.739915966386555,753,177,122,273,678,377,2,1211,1167
220,44.803333333333335,404,105,88,178,450,275,1,920,579
221,28.40277777777778,342,72,54,127,311,174,2,562,516
222,25.809294871794872,458,38,13,107,362,270,2,596,650
223,28.825,361,114,107,256,544,258,0,857,783
224,14.394736842105264,147,16,5,21,64,51,1,162,141
225,28.846280991735537,937,185,76,244,604,374,10,1197,1213
226,28.302222222222223,207,59,59,119,317,139,0,460,440
227,29.976470588235294,71,28,31,58,102,50,0,175,165
228,29.776869158878505,0,856,0,0,0,0,0,436,420
229,29.227642276422763,135,29,17,68,161,82,0,261,231
230,14.42570281124498,505,47,12,78,214,140,1,542,453
231,17.02012987012987,594,98,46,178,390,234,0,800,740
232,28.91991869918699,750,187,110,284,728,401,3,1284,1173
233,28.52732558139535,419,129,111,235,553,273,0,895,825
234,32.34577922077922,0,0,1232,0,0,0,0,659,573
235,29.21991869918699,957,177,85,243,612,386,10,1200,1250
236,20.355263157894736,265,54,25,100,208,108,0,354,406
237,17.091867469879517,273,42,16,62,161,110,0,344,320
238,14.425595238095237,671,53,19,98,293,210,1,720,623
239,23.74122807017544,185,7,2,40,136,86,2,213,241
240,30.223809523809525,381,84,54,174,384,183,1,657,602
241,29.345588235294116,0,680,0,0,0,0,0,366,314
242,14.429381443298968,957,74,33,153,428,295,1,1053,886
243,27.604,175,34,22,53,132,84,0,260,240
244,28.68051948051948,476,106,66,179,479,234,1,776,763
245,28.889344262295083,429,100,74,197,409,255,3,712,749
246,29.375,100,16,10,39,111,52,0,169,159
247,88.6297520661157,388,82,80,133,314,213,2,635,573
248,0.0,716,94,86,162,355,167,0,912,668
249,32.329301075268816,157,110,98,104,185,90,1,453,290
250,28.24019607843137,246,67,27,98,241,137,0,430,386
251,24.071100917431192,534,21,7,101,403,242,6,615,687
252,28.724074074074075,341,87,57,117,303,175,2,564,514
253,29.241071428571427,404,75,27,104,257,141,3,518,487
254,31.38818565400844,217,119,79,145,258,130,0,549,399
255,28.106060606060606,416,101,62,166,369,206,0,702,618
256,26.632653061224488,132,29,17,50,113,51,0,193,199
257,29.42528735632184,0,0,0,0,259,437,0,325,371
258,28.675213675213676,107,32,28,64,154,83,0,242,226
259,28.906140350877195,861,175,86,227,567,364,9,1159,1112
260,28.587628865979383,318,50,23,80,182,123,3,394,379
261,28.708910891089108,643,135,94,266,578,304,2,1037,981
262,32.34577922077922,0,0,1232,0,0,0,0,659,573
263,29.647590361445783,0,0,0,332,0,0,0,179,153
264,29.730324074074073,242,55,36,113,272,146,1,471,392
265,29.976829268292683,0,0,0,0,580,1060,0,866,774
266,29.08252427184466,246,70,48,103,224,133,2,450,372
267,29.714646464646464,0,1188,0,0,0,0,1,607,580
268,28.971264367816094,322,73,52,126,308,163,1,542,501
269,29.301622418879056,0,1356,0,0,0,0,1,688,667
270,0.0,216,30,27,54,110,43,0,269,211
271,31.847368421052632,0,0,380,0,0,0,0,210,170
272,0.0,179,27,16,41,91,42,0,238,158
273,29.045762711864406,710,177,104,310,674,385,5,1251,1104
274,0.0,586,82,67,151,293,141,0,790,530
275,20.330528846153847,272,75,30,115,227,113,0,371,461
276,44.7,454,109,94,199,482,302,1,1014,625
277,14.420348837209302,838,67,31,133,391,260,1,940,779
278,0.0,200,28,25,51,92,40,0,250,186
279,29.327898550724637,334,86,56,131,318,179,2,568,534
280,29.392045454545453,283,62,43,97,270,125,0,464,416
281,28.033482142857142,129,27,17,48,139,88,0,233,215
282,28.845833333333335,292,89,88,181,389,161,0,618,582
283,28.88274336283186,133,37,19,51,139,73,0,242,210
284,28.525219298245613,277,55,38,111,273,158,2,444,466
285,28.08388157894737,194,39,24,71,181,99,1,313,294
286,28.464285714285715,296,73,47,122,253,161,1,492,459
287,88.6297520661157,388,82,80,133,314,213,2,635,573
288,25.483974358974358,376,26,8,100,260,166,1,458,477
289,33.0156,543,407,265,376,648,261,4,1475,1021
290,26.84504132231405,484,0,0,0,0,0,3,242,239
291,20.417763157894736,106,21,10,36,84,47,0,125,179
292,29.69493670886076,0,1580,0,0,0,0,1,805,774
293,89.27136752136752,153,27,25,51,127,85,0,248,220
294,27.013513513513512,104,46,15,72,142,65,1,225,218
295,28.779375,495,110,62,209,456,268,5,827,768
296,27.988372093023255,130,27,9,33,90,55,0,172,172
297,29.223300970873787,0,0,0,0,130,282,0,225,187
298,27.765625,293,67,42,114,285,159,2,497,461
299,28.582932692307693,270,60,39,87,259,117,0,431,401
300,28.591145833333332,388,85,54,146,303,176,2,614,536
301,24.869415807560138,463,25,5,113,347,211,4,546,614
302,28.789,0,0,0,1000,0,0,0,536,464
303,14.385416666666666,480,29,18,68,210,155,0,536,424
304,0.0,566,94,58,127,248,119,0,722,490
305,24.973148148148148,431,16,15,95,311,212,2,523,555
306,17.045161290322582,723,105,54,206,490,282,0,954,906
307,0.0,303,50,42,57,168,68,0,392,296
308,29.39264705882353,210,52,29,84,194,111,2,367,311
309,32.18604651162791,88,43,34,48,88,43,1,212,131
310,29.536184210526315,202,55,24,78,159,90,0,321,287
311,28.8625,164,68,54,95,230,109,0,370,350
312,20.36284722222222,370,82,40,168,321,171,0,521,631
313,20.365625,322,69,36,125,285,123,0,428,532
314,44.75963855421687,454,113,94,210,493,296,1,1021,638
315,29.57520325203252,158,31,25,60,127,91,1,262,229
316,28.639837398373984,734,190,131,324,702,379,4,1268,1188
317,14.405208333333333,493,37,13,72,205,140,0,511,449
318,17.03240740740741,178,17,10,39,118,70,0,214,218
319,17.0316091954023,147,19,11,37,80,54,0,173,175
320,88.5546875,377,73,77,124,298,203,2,606,544
321,14.404494382022472,348,29,13,65,155,102,0,393,319
322,29.235,99,30,21,50,140,60,0,213,187
323,20.346835443037975,545,114,53,194,450,224,1,733,846
324,32.94951923076923,197,84,84,129,243,95,0,492,340
325,28.859953703703702,0,0,0,864,0,0,0,457,407
326,45.03712871287129,114,24,31,48,110,77,0,242,162
327,0.0,489,78,55,113,249,132,0,663,453
328,32.76470588235294,205,176,96,139,234,102,1,529,422
329,29.61151960784314,253,71,41,101,233,117,2,463,351
330,28.795555555555556,331,79,32,82,247,129,2,448,450
331,44.75086206896552,628,154,139,284,691,424,1,1422,897
332,29.441666666666666,250,60,43,121,244,122,0,470,370
333,28.233585858585858,257,53,31,112,226,113,0,426,366
334,88.6297520661157,388,82,80,133,314,213,2,635,573
335,26.92924528301887,1272,0,0,0,0,0,3,656,613
336,28.801724137931036,153,35,20,50,124,82,1,248,215
337,31.03,71,37,29,46,81,36,0,189,111
338,28.31831395348837,270,58,16,68,164,112,1,355,332
339,28.577391304347827,704,156,108,281,672,379,5,1197,1098
340,29.227542372881356,731,164,107,267,690,401,5,1250,1105
341,27.63617886178862,492,0,0,0,0,0,2,263,227
342,29.608490566037737,0,424,0,0,0,0,0,206,218
343,31.989837398373982,217,135,97,154,261,120,2,583,399
344,29.844322344322343,0,0,0,0,385,707,0,563,529
345,28.537634408602152,680,148,54,186,482,310,7,930,923
346,32.72361111111111,159,105,72,117,191,76,0,420,300
347,29.185096153846153,133,26,20,45,122,70,2,231,183
348,17.044736842105262,896,131,63,257,579,354,1,1159,1120
349,26.66875,2240,0,0,0,0,0,10,1179,1051
350,28.902666666666665,484,91,76,193,423,233,0,800,700
351,28.829954954954953,274,63,39,125,256,131,0,457,431
352,28.735416666666666,626,184,150,339,729,372,0,1251,1149
353,28.40568181818182,281,61,39,105,266,128,1,460,419
354,27.024257425742576,500,159,76,280,658,347,2,980,1038
355,33.06739130434783,109,70,50,65,118,48,1,278,181
356,28.215,146,29,11,43,119,52,2,211,187
357,23.55595238095238,330,12,5,73,260,160,1,408,431
358,30.565243902439025,0,0,0,0,563,1077,1,848,791
359,44.768181818181816,538,126,115,241,595,365,1,1221,758
360,28.651282051282053,694,168,104,274,695,405,2,1253,1085
361,27.997340425531913,351,97,61,114,339,166,1,601,526
362,29.60514018691589,0,0,0,0,133,295,0,216,212
363,32.95909090909091,474,356,235,330,580,225,4,1313,883
364,25.395661157024794,968,0,0,0,0,0,2,498,468
365,29.031333333333333,470,94,64,188,432,252,2,793,705
366,30.036036036036037,0,1332,0,0,0,0,0,687,645
367,28.559322033898304,282,58,45,117,276,166,1,486,457
368,17.060606060606062,157,20,8,46,103,62,0,211,185
369,29.53,470,128,66,182,478,276,4,806,790
370,44.86021505376344,116,23,24,38,103,68,0,229,143
371,24.106666666666666,361,18,7,76,269,169,3,425,472
372,20.359375,155,30,14,59,127,63,1,188,259
373,29.1875,0,960,0,0,0,0,0,476,484
374,28.94264705882353,200,53,31,70,208,118,2,362,316
375,17.028877887788777,486,77,34,126,302,187,1,629,582
376,28.699029126213592,318,85,74,179,393,187,0,678,558
377,24.73109243697479,194,6,5,49,144,78,3,236,237
378,28.20580808080808,247,66,31,100,243,105,1,414,377
379,30.054517133956388,0,0,0,0,438,846,1,666,617
380,28.802197802197803,329,77,54,149,300,183,0,571,521
381,29.025641025641026,387,78,58,126,385,214,2,641,605
382,44.817961165048544,222,60,46,108,248,140,1,497,326
383,29.222689075630253,419,118,50,186,437,218,0,729,699
384,89.07908163265306,260,54,49,78,212,131,1,412,371
385,28.822916666666668,353,79,62,176,357,221,1,642,605
386,27.078666666666667,1500,0,0,0,0,0,4,798,698
387,28.84970238095238,421,114,58,170,374,207,1,689,654
388,24.42,335,10,6,52,244,153,3,402,395
389,28.127100840336134,293,71,54,122,263,149,2,495,455
390,29.759375,0,0,0,0,112,208,0,179,141
391,28.957920792079207,139,32,12,54,111,56,0,241,163
392,28.682407407407407,681,146,99,272,629,333,1,1137,1022
393,32.104166666666664,112,72,56,73,117,50,0,289,191
394,28.53846153846154,0,364,0,0,0,0,1,190,173
395,25.491263440860216,567,35,15,125,452,294,2,727,759
396,29.196666666666665,0,300,0,0,0,0,1,163,136
397,28.719298245614034,261,64,41,120,266,160,1,475,436
398,28.087813620071685,352,85,43,135,352,149,1,550,565
399,14.427777777777777,179,17,7,27,81,49,0,210,150
400,28.62828947368421,203,69,59,135,302,144,0,467,445
401,27.0231884057971,358,106,53,200,440,223,1,660,719
402,29.69836956521739,0,1104,0,0,0,0,0,554,550
403,20.385044642857142,291,76,24,116,256,133,1,401,494
404,29.11205357142857,677,172,101,269,619,402,1,1155,1084
405,26.39030612244898,784,0,0,0,0,0,1,404,379
406,28.655,325,64,58,100,308,145,0,511,489
407,28.234848484848484,401,110,55,159,394,201,0,676,644
408,29.546296296296298,151,32,16,53,121,59,1,203,228
409,28.3165,615,153,85,274,542,331,3,1031,966
410,44.75,461,112,86,186,477,298,1,984,635
411,44.887362637362635,92,30,21,54,106,61,0,223,141
412,32.20559210526316,0,0,608,0,0,0,0,325,283
413,28.59,931,190,83,231,601,364,8,1216,1176
414,28.3752,761,181,99,309,741,409,4,1310,1186
415,27.05,171,59,15,106,220,109,0,316,364
416,29.659259259259258,649,153,107,274,646,331,4,1102,1054
417,23.789024390243902,650,22,12,139,517,300,3,779,858
418,28.91711956521739,221,57,27,89,238,104,0,386,350
419,28.354430379746834,185,43,24,80,185,115,1,338,293
420,28.486363636363638,536,128,64,243,495,294,1,935,824
421,26.1509009009009,2220,0,0,0,0,0,4,1211,1005
422,17.028455284552845,589,87,43,168,351,238,1,761,714
423,28.774358974358975,429,124,78,199,482,248,0,815,745
424,29.361702127659573,695,142,59,183,491,310,2,951,927
425,28.6765625,203,54,30,68,197,88,0,340,300
426,17.04828660436137,512,63,36,135,330,208,1,661,622
427,29.31971153846154,123,30,21,56,109,77,0,231,185
428,28.459935897435898,381,86,68,152,379,182,1,652,595
429,27.006666666666668,82,25,7,53,82,51,1,147,152
430,28.67873563218391,429,135,97,253,588,238,0,917,823
431,27.276315789473685,119,25,17,50,110,59,2,183,195
432,30.02185792349727,443,97,54,181,436,253,0,810,654
433,32.40650406504065,98,88,54,65,128,59,1,286,205
434,44.727864583333336,195,59,43,105,228,138,0,438,330
435,28.695970695970697,319,66,44,138,347,178,1,566,525
436,29.353977272727274,0,0,0,0,617,1143,2,885,873
437,0.0,854,123,94,192,436,201,0,1112,788
438,26.643589743589743,1560,0,0,0,0,0,5,814,741
439,25.166666666666668,165,7,4,55,125,100,1,201,254
440,0.0,573,81,65,134,296,135,0,736,548
441,28.968220338983052,143,35,25,64,145,60,1,247,224
442,26.345833333333335,720,0,0,0,0,0,2,369,349
443,29.455882352941178,127,33,14,50,115,69,0,208,200
444,32.133620689655174,560,319,234,352,579,276,1,1352,967
445,28.56218487394958,703,183,113,288,712,381,4,1253,1123
446,27.50862068965517,107,26,16,51,92,56,1,175,172
447,28.512931034482758,431,89,51,207,412,202,1,711,680
448,28.795333333333332,0,0,0,1500,0,0,0,806,694
449,14.400485436893204,193,20,12,34,90,63,0,226,186
450,29.986725663716815,242,63,43,130,276,150,2,498,404
451,32.43814432989691,182,121,77,115,192,89,0,480,296
452,23.192073170731707,145,4,2,26,90,61,1,157,170
453,28.7373417721519,107,16,11,42,95,45,1,168,147
454,28.88841463414634,507,115,66,213,488,251,0,847,793
455,20.355940594059405,686,150,65,280,564,275,1,923,1096
456,26.182072829131652,1428,0,0,0,0,0,1,717,710
457,24.35217391304348,181,12,3,51,129,84,1,213,246
458,20.348924731182795,617,148,65,246,529,255,2,855,1003
459,27.94836956521739,116,25,12,49,107,59,0,193,175
460,28.52341772151899,396,113,85,221,520,245,0,843,737
461,28.550403225806452,255,72,56,132,319,158,0,528,464
462,28.955208333333335,302,62,32,124,301,139,1,491,468
463,29.02912621359223,378,87,60,164,369,178,2,648,586
464,29.110280373831777,626,154,91,280,636,353,1,1126,1013
465,44.76354166666667,256,64,52,114,287,187,0,591,369
466,27.64945652173913,333,80,60,129,331,171,1,585,518
467,29.929,306,60,45,129,289,171,0,517,483
468,28.892028985507245,308,106,92,189,469,216,0,738,642
469,88.6297520661157,388,82,80,133,314,213,2,635,573
470,28.591666666666665,703,132,49,168,466,282,8,925,867
471,88.6297520661157,388,82,80,133,314,213,2,635,573
472,20.373333333333335,713,151,73,290,586,287,1,979,1120
473,28.76358695652174,78,27,25,54,134,50,0,201,167
474,30.743303571428573,0,0,0,0,146,302,0,228,220
475,29.3136,803,182,115,313,709,378,0,1309,1191
476,28.692105263157895,0,0,0,1900,0,0,0,1021,879
477,28.807565789473685,182,30,27,90,171,108,0,335,273
478,20.375,796,184,87,321,676,336,0,1112,1288
479,30.03780864197531,0,0,0,0,439,857,0,633,663
480,24.012254901960784,163,6,5,29,128,77,0,192,216
481,29.677710843373493,294,71,62,110,283,176,0,576,420
482,28.94927536231884,341,87,49,124,330,173,0,586,518
483,29.17391304347826,270,64,38,133,271,144,2,447,471
484,27.3,111,33,31,67,159,79,0,259,221
485,29.32236842105263,159,31,20,59,116,71,1,235,220
486,31.96875,0,0,640,0,0,0,0,339,301
487,28.526136363636365,284,63,47,97,258,131,0,481,399
488,23.433734939759034,279,5,3,64,185,128,1,318,345
489,29.268939393939394,305,75,45,140,308,183,3,569,484
490,26.43820224719101,356,0,0,0,0,0,2,180,174
491,27.773809523809526,95,19,17,40,105,60,1,164,171
492,28.693681318681318,214,54,41,79,233,107,0,394,334
493,88.6297520661157,388,82,80,133,314,213,2,635,573
494,26.18777777777778,900,0,0,0,0,0,3,455,442
495,29.31534090909091,216,48,34,111,190,105,1,350,353
496,28.105113636363637,102,29,17,49,99,56,0,195,157
497,45.016,131,36,32,54,163,84,0,323,177
498,29.419135802469135,0,1620,0,0,0,0,0,818,802
499,20.330645161290324,121,23,10,50,112,56,0,177,195
500,28.838311688311688,477,114,76,175,436,262,1,779,760
